"index"	"image_path"	"hint"	"question"	"answer"	"category"
"373"	"['Data/Source 1/Downstairs Toilet/rgb.jpg', 'Data/Source 1/Downstairs Toilet/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the wall next to the children potty the warmest area in this scene?"	"No"	"Warmest Areas Detection"
"374"	"['Data/Source 1/Downstairs Toilet/rgb.jpg', 'Data/Source 1/Downstairs Toilet/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the shelf the warmest area in this scene?"	"No"	"Warmest Areas Detection"
"375"	"['Data/Source 1/Downstairs Toilet/rgb.jpg', 'Data/Source 1/Downstairs Toilet/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the wall behind the toilet paper the warmest area in this scene?"	"Yes"	"Warmest Areas Detection"
"376"	"['Data/Source 1/Downstairs Toilet/rgb.jpg', 'Data/Source 1/Downstairs Toilet/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the upper area of the toilet the coldest area in this scene?"	"Yes"	"Coldest Areas Detection"
"377"	"['Data/Source 1/Downstairs Toilet/rgb.jpg', 'Data/Source 1/Downstairs Toilet/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the floor the coldest area in this scene?"	"No"	"Coldest Areas Detection"
"378"	"['Data/Source 1/Downstairs Toilet/rgb.jpg', 'Data/Source 1/Downstairs Toilet/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the shelf the coldest area in this scene?"	"No"	"Coldest Areas Detection"
"379"	"['Data/Source 1/Downstairs Toilet/rgb.jpg', 'Data/Source 1/Downstairs Toilet/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the lower area of the toilet the coldest area in this scene?"	"No"	"Coldest Areas Detection"
"380"	"['Data/Source 1/Downstairs Toilet/rgb.jpg', 'Data/Source 1/Downstairs Toilet/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Could the toilet's cooler temperature indicate a risk of poor insulation, water leakage, or water ingress?"	"No"	"Risk and Anomaly Detection"
"381"	"['Data/Source 1/Downstairs Toilet/rgb.jpg', 'Data/Source 1/Downstairs Toilet/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Could the warm temperature of the shelf indicate an overheating or fire hazard?"	"No"	"Risk and Anomaly Detection"
"382"	"['Data/Source 1/Downstairs Toilet/rgb.jpg', 'Data/Source 1/Downstairs Toilet/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Could the warm temperature of the wall behind the toilet paper suggest a potential risk of overheating or poor ventilation?"	"No"	"Risk and Anomaly Detection"
"383"	"['Data/Source 1/Downstairs Toilet/rgb.jpg', 'Data/Source 1/Downstairs Toilet/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Could the floor's temperature indicate any risk of electrical or heating issues?"	"No"	"Risk and Anomaly Detection"
"384"	"Data/Source 1/Front Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the door in the image fully transparent?"	"No"	"Scene Understanding"
"385"	"Data/Source 1/Front Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this image taken in a bathroom?"	"No"	"Scene Understanding"
"386"	"Data/Source 1/Front Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Does the image show an open doorway leading outside?"	"No"	"Scene Understanding"
"387"	"Data/Source 1/Front Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this image showing a front door of a house?"	"Yes"	"Scene Understanding"
"388"	"Data/Source 1/Front Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there a bench visible in the image?"	"Yes"	"Detailed Object Presence"
"389"	"Data/Source 1/Front Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there a car visible in the image?"	"No"	"Detailed Object Presence"
"390"	"Data/Source 1/Front Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there a mirror visible in the image?"	"Yes"	"Detailed Object Presence"
"391"	"Data/Source 1/Front Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there a plant visible in the image?"	"No"	"Detailed Object Presence"
"392"	"Data/Source 1/Front Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the door made of wood?"	"No"	"Instance Attributes"
"393"	"Data/Source 1/Front Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the cap light pink in color?"	"Yes"	"Instance Attributes"
"394"	"Data/Source 1/Front Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are the windows on the door circular?"	"No"	"Instance Attributes"
